Track URI,Track Name,Artist URI,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms)
spotify:track:6JautqhE9HcI2U34quTRBD,Aage Bhi Jane Na Tu - Chill Mix,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,74,"['ghazal', 'marathi pop', 'bangla pop', 'bollywood', 'hindi pop']",Hindi Chill Mix Retro,8,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,134393
spotify:track:0XGdIahYCW98530hOCX6Sv,Bollywood (with Savage),spotify:artist:3r11NkdzxoiZe5yMOMsfXy,Smoke,32,"['desi hip hop', 'hindi hip hop']",Veni Vidi Vici,6,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,180000
spotify:track:164JGrIW1GF2I9RxFIo00n,"Alisha (Remix) (From ""Pyaar Impossible"")",spotify:artist:4K4N32uNO1VRSY4hB7v8kg,Anushka Manchanda,58,"['bollywood', 'desi']",Bollywood Remix,11,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,243800
spotify:track:3KDkwDbg66AchXL88tieBk,Rang,spotify:artist:6qcIg4IPLulyc03mWR87N8,Kanika Kapoor,63,"['bollywood', 'desi', 'hindi pop']",Rang,9,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,151209
spotify:track:51lvrmopg2q8bxKcOG1xVb,Bolo Har Har Har (Psy Remix),spotify:artist:09UmIX92EUH9hAK4bxvHx6,Mithoon,80,"['bollywood', 'hindi pop', 'desi']",Bolo Har Har Har (Psy Remix),11,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,147071
spotify:track:1vOfO2OjTMEHXgPMD0d4i2,Character Dheela 2.0 Remix,spotify:artist:3tHD07u1ON4uHxmnT9rwqZ,Neeraj Shridhar,71,"['bollywood', 'desi', 'hindi pop']",Character Dheela 2.0 Remix,9,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,199186
spotify:track:4RGmt8l4W6LDBOzbLr129V,"Jhalla Wallah (Remix) (From ""Ishaqzaade"")",spotify:artist:0oOet2f43PA68X5RxKobEy,Shreya Ghoshal,88,"['bollywood', 'hindi pop', 'desi', 'kannada pop', 'marathi pop']",Bollywood Remix,10,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,240326
spotify:track:4IJFbNSg9PCInH9Opwtjuu,Laal Dupatta,spotify:artist:5T2I75UlGBcWd5nVyfmL13,Mika Singh,69,"['bollywood', 'desi', 'hindi pop']",Laal Dupatta,8,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,188383
spotify:track:7jIDC6SCqRjUHPpWnLz3bk,Jaanu Na,spotify:artist:2Geg1cWt0ykB25YCAcqpTe,Raagleela,1,"['indian indie', 'hindi indie']",Jaanu Na,7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,276789
spotify:track:082hthD6AQNHCJE03Q0J3I,"Rang De Basanti (From ""Rang De Basanti"") - DJ Anoop Absolute Remix",spotify:artist:1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,84,"['tamil pop', 'kollywood', 'sufi', 'bollywood', 'hindi pop', 'tamil dance']",Perfect 10: Bollywood Party in a Box,6,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,267760
spotify:track:745ieCJ7SA3AyANetzUzH2,Nachange Saari Raat Non Stop Bollywood Dandiya-2016,spotify:artist:4iW4xSfMEIvrXM0Iu3aFDY,Aditi Singh Sharma,63,"['bollywood', 'desi', 'hindi pop']",Nachange Saari Raat Non Stop Bollywood Dandiya-2016,9,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,3913293
spotify:track:4CkDCadmj26vpQYk0HE0M9,"Dhoom Tap (From ""Dhoom:3"")",spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,91,"['bollywood', 'hindi pop', 'desi']",30 Hits of Pritam,11,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,172434
spotify:track:1ZU68nOBJdVBD1VKvDE53Y,Daiya Re Daiya - Trap Mix,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,74,"['ghazal', 'marathi pop', 'bangla pop', 'bollywood', 'hindi pop']",Bollywood Bass Trap,5,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,143182
spotify:track:0ZC6yJpfXIhZDzVE3r2keX,Bollywood Ties,spotify:artist:4GgFJmiGrwj06KlOHg8Yr1,G16,22,"['desi hip hop', 'hindi hip hop', 'hindi indie', 'indian indie']",Remedial Classes,3,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,256039
spotify:track:4gAqYwjO80mhWayTypYY5d,Something Something (Club Mix),spotify:artist:5T2I75UlGBcWd5nVyfmL13,Mika Singh,69,"['bollywood', 'desi', 'hindi pop']",Something Something,11,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,248026
spotify:track:6umBUw2lGcfdxbRzcbVZS7,"Nach Baby Nach Kudi (From ""Khauff"")",spotify:artist:6wa1AsxB9oJP7lwNSmbcYx,Daler Mehndi,63,"['bhangra', 'bollywood']",All Time Hits Bollywood Dance Tracks,7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,448130
spotify:track:2CqvHg6kXX44SWClARotT4,The Vibe Mashup,spotify:artist:0aKfV5LkDgsppAACZ5UUKl,VDJ Ayush,3,[],The Vibe Mashup,13,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,200852
spotify:track:5ruQqFchqSEsxkZzDyw8qO,The Bombay Velvet Theme,spotify:artist:7HCqGPJcQTyGJ2yqntbuyr,Amit Trivedi,76,"['bollywood', 'hindi pop', 'desi', 'gujarati garba']",Bombay Velvet (Original Motion Picture Soundtrack),10,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,289008
spotify:track:6cj4Ah0gfAWbDR6q3IDHdD,Ghar Aao Na (Rewind),spotify:artist:3UOrPjiw3UxtqP8ZoKR908,Raj Pandit,33,"['sufi', 'qawwali']",Ghar Aao Na (Rewind),9,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,253436
spotify:track:01TKeU400LGRZQ86uytS6z,Bollywood,spotify:artist:1AFpAmNz6iCllUjD4J1oRs,Meet Brar,17,[],Bollywood,3,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,287817
spotify:track:4OMFeiWYGs0arGdskpUXDB,Back2Back - Ek Tha Tiger,spotify:artist:3qdu3XhzSzkRhbwdFKnSuw,Sajid-Wajid,63,"['bollywood', 'desi', 'hindi pop']",Back2Back - Ek Tha Tiger,14,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,653766
spotify:track:0ntPvgQxZQdxbZL3A5aHNA,Fighter Mashup,spotify:artist:61if35zz1W11GejEkxTLEQ,Benny Dayal,73,"['bollywood', 'desi', 'hindi pop']",Fighter Mashup,12,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,272290
spotify:track:4YTS266zx5xzvB794MK4dj,Dekha Na Haye Re - Bombay To Goa,spotify:artist:1TWJdK0Z8GxhyqAJfpNpnK,Manual Dsouza,2,[],Non Stop Disco - Instrumental Film Hits,7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,107281
spotify:track:27ZwTzDf7Lt4x5yHBgd6Ei,Aao Huzoor Tumko - Trap Mix,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,74,"['ghazal', 'marathi pop', 'bangla pop', 'bollywood', 'hindi pop']",Bollywood Retro Trap Mix,8,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,282875
spotify:track:4K7XSGNQ7TiCTTGFAcoUyc,Shubh Aagman (Raga Mishra Mel Ki Malhar),spotify:artist:1mMMhynZ6FbbnKjG7Pd9mQ,Bismillah Khan,26,[],Shaadi Ki Shehnai - Volume 1 & 2,10,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,884840
spotify:track:73QLH2triXVKLrpsMrTzA5,Rang Daalein,spotify:artist:2pDHn4UNQTes30SphNQZvN,R. Anandh,28,[],Lafangey Parindey,6,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,305684
spotify:track:443DMjTswN1odb533edEfy,"Rang Ishq Ka - From ""Bade Miyan Chote Miyan""",spotify:artist:5wJ1H6ud777odtZl5gG507,Vishal Mishra,79,"['bollywood', 'hindi pop']",Bollywood Cafe,5,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,199804
spotify:track:2Pxsnkmfc14YgHTaFfe2q9,Kala Chashma,spotify:artist:4ZPpGYjIb5caOhHhQANO8P,Prem & Hardeep,54,"['bollywood', 'desi', 'bhangra', 'desi pop']",Bollywood Holi Party Songs,13,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,187006
spotify:track:2ZZSo2PHUmwrV0vfH5QomF,R.A.T. Mashup,spotify:artist:5bv6NvAYNuvd2Vq13nHdG3,Sona Mohapatra,62,"['bollywood', 'desi', 'hindi pop']",R.A.T. Mashup,7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,193920
spotify:track:5DfDfPN0ytbCzTI4ENsqkg,Manali Trance,spotify:artist:2LKLClBOFbWu1FlRW42pkR,Oriental Chillout,6,[],Hindi Dj Songs - Chill Mix 2023 (Indian Soft Vibes),10,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,243200
spotify:track:2bCsZGctXahIMcgKibouJX,Rangeela Re - Lofi,spotify:artist:0JnVszqDfrK2yjop90kOXt,Vaibhav Singh Music,34,[],Bollywood Retro Lofi,6,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,177087
spotify:track:5RZGIJH5p0SfcrxFrNRgTi,"Heartbeat (From ""Kal Ho Naa Ho"") - Instrumental",spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ,Shankar-Ehsaan-Loy,76,"['bollywood', 'sufi', 'desi', 'hindi pop']",The Essential Bollywood Love Themes,19,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,262253
spotify:track:0Wp1wYxnGnYJqxhgwiYHZ8,Bollywood Adventures - Jason's Playdagroove! Mix,spotify:artist:6764SDB0nJncdof1kz3O3U,Jason Rivas,15,"['funky house', 'latin house', 'tribal house', 'nu disco']","Club Shots, Vol. 3",7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,325640
spotify:track:2AxptjWPj0SJy7mw9oFAv6,Agar Tum Na Hote - Unwind Instrumental,spotify:artist:12qNqEErv6rK8xkdQN6Kqg,Jitendra Thakur,32,[],Old Bollywood Instrumentals,10,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,262961
spotify:track:1qGVQI95S9shYREmUE14MM,Aetctbo (Future Mix),spotify:artist:46sKYp7F8wyYxfwqzOs4A1,Dj Aki,1,[],Aetctbo (Future Mix),8,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,296279
spotify:track:0Hid9gYzluN8W8nZCNG13M,Saat Samundar Paar - Club Mix,spotify:artist:2NOLVcUNgMvid0fB4JP8jB,Radawas Aala Chahar,1,[],Open Stage Sessions - Vol 50,5,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,453486
spotify:track:0rLieuqptY4yfF0ar1dVdv,The Ultimate Holi Mashup,spotify:artist:1sVmXkzX2ukc6QvasrDBES,Asees Kaur,74,"['bollywood', 'hindi pop', 'gujarati garba', 'desi']",The Ultimate Holi Mashup,8,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,138040
spotify:track:2NpRRAAM6HwEssehb0Jfjc,Zara Zara Intoxicate,spotify:artist:29aw5YCdIw2FEXYyAJZI8l,Harris Jayaraj,77,"['tamil pop', 'kollywood', 'tamil dance']",Streets Of Bollywood Under Ground Mix,7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,303373
spotify:track:7z0Fi2ev9HBiXaJ6JP0uus,बॉलीवुड नाइट्स - (फास्ट रीमिक्स,spotify:artist:3sfjTMdnJj8Qtvnx4qm17M,बॉम्बे डिवीजन,0,[],बॉलीवुड नाइट्स [(फास्ट रीमिक्स],4,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,167972
spotify:track:392g5bDmUfla7a02KvEoF4,Tadka,spotify:artist:3ZeKRqvjWodGs3IenNQXio,Gurdeep Mehndi,40,"['desi pop', 'bollywood']",Tadka,6,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,140000
spotify:track:2Q7fKhYHqWW48c7kVcRHNm,"Swag Se Swagat (From ""Tiger Zinda Hai"")",spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,82,"['bollywood', 'desi', 'hindi pop']",YRF Top 10 - Houseparty,10,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,236408
spotify:track:14YWSXBMwOsHe8t6DQ6JkG,Bollywood Mashup 2,spotify:artist:2f71laBAdaAaxoRjIFo9Yj,Muki,40,"['desi', 'bhangra']",Bollywood Mashup 2,27,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,217803
spotify:track:1OFXInkweHOGy2fCXoGj35,"Tu Hi Re - From ""Bombay"" / Instrumental Music Hits",spotify:artist:1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,84,"['tamil pop', 'kollywood', 'sufi', 'bollywood', 'hindi pop', 'tamil dance']",Bollywood Instrumental Songs,8,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,272857
spotify:track:2l7jNHGIioWg7XKWGtbmXe,Taa Taa Tai,spotify:artist:1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,84,"['tamil pop', 'kollywood', 'sufi', 'bollywood', 'hindi pop', 'tamil dance']",Million Dollar Arm (Original Motion Picture Soundtrack),7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,205266
spotify:track:5UXVDNvhqDHnyGH3QspswD,Saagar Jaisi Aankhon Wali (Unwind Instrumental),spotify:artist:5a1k9i5KzLwmocYhbNlge1,Hyacinth D'Souza,35,[],Bollywood Instrumental,8,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,264000
spotify:track:6yIfK4zVGCbg5VGBzOAjek,Desi Girl - BellyHop Mix,spotify:artist:6CXEwIaXYfVJ84biCxqc9k,Vishal Dadlani,76,"['bollywood', 'desi', 'hindi pop']",The Dance Project (Season 1: Episode 3),10,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,146783
spotify:track:1lBachfHNFuQXgXLTH01dz,Bollywood songs of love,spotify:artist:7288UrLFndjDXtZsCrPfpc,Bollywood,9,[],Bollywood Dancing Songs Instrumentals,11,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,102191
spotify:track:1p7bmxSSqWVTzUH1f3BpBw,Raga Tilak Kamod - Raga Tilak Kamod - Teentaal,spotify:artist:1cXjeY6DeuvHqOLioXcHZk,Shubha Mudgal,49,"['gujarati garba', 'desi pop']","The Best Hindustani Vocal, Vol. 1",7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,750507
spotify:track:4OPT3AxGajgekVConGjBUl,Bubble Wrap,spotify:artist:2S6ptKppxWXwvrTaabpeT0,Sodhivine,30,['desi'],Future Bollywood Trap Sounds,6,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,309786
spotify:track:0eRkrOBpPATdhxPOFbFQ5G,"Aapka Kya Hoga (Dhanno) [From ""Housefull""]",spotify:artist:5T2I75UlGBcWd5nVyfmL13,Mika Singh,69,"['bollywood', 'desi', 'hindi pop']",All Time Hits Bollywood Dance Tracks,9,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,307362
spotify:track:5yp6BoAilPsN10jAtKwVN4,Crazy Remix,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,91,"['bollywood', 'hindi pop', 'desi']",YRF Top 10 - Bollywood Remixed,11,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,238027
spotify:track:3CQcj3SnbgmPqDWEA7ltdm,Nacho Re,spotify:artist:0JlXiQCMzuYxZfmYIj4Ngq,Ragasur,33,['hindi hip hop'],Nacho Re,4,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,154461
spotify:track:0D0kIUqaLL0OMCUFxrGSCv,Daiya Yeh Main Kahan Phasi - Trap Mix,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,74,"['ghazal', 'marathi pop', 'bangla pop', 'bollywood', 'hindi pop']",Bollywood Bass Trap,5,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,141848
spotify:track:5SigvtHOIxYLlKuN9JpRxg,Ghungroo,spotify:artist:3xU8YsNNkmWSPewlB18NUz,Harshdeep Kaur,67,"['bollywood', 'desi', 'hindi pop']",Romantica Harshdeep,6,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,311746
spotify:track:2rvSNXnZNbGVkqjV2MqDmz,Holly Bolly Mashup,spotify:artist:50pXQuadXBIpei1i9qb6nh,Venkat's Music,18,[],Artistic Season 01,10,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,321854
spotify:track:4ChteKYJIeBNt437eoB5Kq,"Ting Rang (From ""London, Paris, New York"") - 130 BPM",spotify:artist:3cKNppGLfcxdt9CtoHEZmQ,Ali Zafar,57,"['qawwali', 'sufi', 'bollywood', 'desi pop', 'desi', 'ghazal']",Workout Bollywood Style: 60 Mins Non Stop Mix,4,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,90013
spotify:track:113rfvbwkAWlNfEYv9cwSg,Title Song-1972,spotify:artist:2JSYASbWU5Y0fVpts3Eq7g,R. D. Burman,77,"['ghazal', 'hindi pop', 'bollywood']",Bombay To Goa,4,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,162933
spotify:track:73cKApmoUKEdGbvgBOmaF0,Bollywood Dance Moods,spotify:artist:4KO6U4WNDEW0RjzQL7VuRj,Sandeep Khurana,27,[],Royalty Free Music Bollywood - Vol. 7,3,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,104045
spotify:track:3z3i9JqfhnXZzT85GmbQOr,AFREEN AFREEN 2023,spotify:artist:4gfmVNfco8Env9w00wQ32x,djvolt.usa,1,['bhangra'],AFREEN AFREEN 2023,5,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,224417
spotify:track:7r6kUCULFHBFQrClvU1t8x,"Bhaag Milkha Bhaag (From ""Bhaag Milkha Bhaag"") - 130 BPM",spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ,Shankar-Ehsaan-Loy,76,"['bollywood', 'sufi', 'desi', 'hindi pop']",Workout Bollywood Style: 60 Mins Non Stop Mix,9,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,225013
spotify:track:3BanYKQe4D8r7AnEgSjkf4,Bas Deewangi Deewangi Ba (Bhojpuri),spotify:artist:0egXhmFYELwcTSMAGQsLyF,Sunny Nair,12,[],Bollywood Tracks Version,7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,334160
spotify:track:7wDHvOFi2sYDcsc8mawjdm,Kabira,spotify:artist:3fWeF8YvJ8MHEPppAbdWfj,Skeletron,38,"['tribal house', 'moombahton']",Kabira,7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,240019
spotify:track:6yTapasZWJOSL6TQ7UuqLI,Nach Nach,spotify:artist:3DEQO9JUqGunLxKk6UJVpE,Aman Pant,32,['qawwali'],Thank You For Coming,6,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,185625
spotify:track:5kc9YGc9scFvZCOBtFOmpT,Romantic Raagas,spotify:artist:0fdpSsYQvHfaNCNW9nWd2d,New Hindi Gana,12,[],"Old+New Hindi Songs: Instrumental Romantic, Bolly Wood, Indian Super Hits & Melodies 2023",3,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,192960
spotify:track:48y5611Yj7ay2xVqbPPVtp,Chennai Techno,spotify:artist:5U3HXqFHuvc1sBIW4cglfK,Lekha Rathnakumar,6,[],"India Today, Vol. 3: Bollywood Dance Tracks",7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,202920
spotify:track:6ibmND1s2uTI3hHIzJO7ED,Agar Tum Na Hote - Unwind Instrumental,spotify:artist:12qNqEErv6rK8xkdQN6Kqg,Jitendra Thakur,32,[],"Relax with Bollywood Instrumentals, Vol. 2",8,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,262961
spotify:track:7t3YAXLXe3J8sRJSlC9ty2,"Jai Jai Shivshankar (From ""War"")",spotify:artist:61if35zz1W11GejEkxTLEQ,Benny Dayal,73,"['bollywood', 'desi', 'hindi pop']",Non-Stop Party Hits,5,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,230557
spotify:track:7eQRw01i7ppK362vEy1ZMx,Panghat - Remix,spotify:artist:4pzidwIWEpD1qnBRHnRFl9,DJ Tarun Makhijani,35,[],Bollywood Party Remix - Vol.4,5,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,154963
spotify:track:3lhcKTxbUWBxXPuiUz4yjN,Laagi Lagan,spotify:artist:6nJfc8VBAp8v30xEKDZfgR,Shlok Chiplunkar,11,"['indian indie', 'hindi indie']",Laagi Lagan,5,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,259992
spotify:track:04F9GL4eHd00FvKzqiYdWT,DJ Bollywood Beats,spotify:artist:4KO6U4WNDEW0RjzQL7VuRj,Sandeep Khurana,27,[],Royalty Free Music Bollywood - Vol. 7,2,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,103471
spotify:track:19Yzz7mgTauoLJlIe1uLMy,Raabta - The Remix,spotify:artist:59pq5Vw16UDkR9txoPKv86,Prakriti Kakar,57,"['bollywood', 'hindi pop']",The Remix - Amazon Prime Original Episode 4,7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,164466
spotify:track:4cqlAYL0ZG8ec1rQprOD1A,First Class (Kalank),spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,91,"['bollywood', 'hindi pop', 'desi']",Bollywood Hits By Pritam,9,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,276959
spotify:track:600tTh628ZjStMVeycvqRt,Bollywood Ethnic Sitar Table Rhythm,spotify:artist:4KO6U4WNDEW0RjzQL7VuRj,Sandeep Khurana,27,[],Royalty Free Music Bollywood - Vol. 7,11,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,148297
spotify:track:4ZmVevwAElhEeLYOjPAcSc,Kesariya - Lofi Instrumental,spotify:artist:2pUtH9t5G6FJ9ndXCsGWlJ,Bollywood Instrumentals,26,[],Bollywood Instrumentals (Lofi),9,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,163817
spotify:track:6cSmljeMANlx7QuE86Zp6z,Tune O Rangeele - HipHop Trap Mix,spotify:artist:21qlzpCvpxBprpAaa3i7Eb,Dj Anupam Tiwari,36,[],Tune O Rangeele - HipHop Trap Mix,4,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,158081
spotify:track:6EyXIOEKGg3XlKOwPHfj4K,Bollywood Mashup,spotify:artist:5S34QM7q4cm2nqJ8Q8fxzP,Somchanda Bhattacharya,17,['bangla pop'],Bollywood Mashup,4,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,253436
spotify:track:34XW24vGkv22rQKWNZolsc,Pasoori Hindi,spotify:artist:5vkEX4GHtiX3SCwLQjdhSN,KRITISUNDAR DHIBAR,1,[],Pasoori Hindi,6,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,172363
spotify:track:3CrVJlzHLpzFRmXjUwKCXg,"Mora Piya (From ""Raajneeti"")",spotify:artist:4tma2wxDchrifG8Pflic4Q,Aadesh Shrivastava,47,['bollywood'],Best of Bollywood: Easy Folk,5,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,344773
spotify:track:6zz9YTeBDSHD9Xvuw8HymA,Raatan Lambiyaan - Lofi Instrumental,spotify:artist:2pUtH9t5G6FJ9ndXCsGWlJ,Bollywood Instrumentals,26,[],Bollywood Instrumentals (Lofi),7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,172800
spotify:track:3XT9iswALI9sk33BjzizyN,Kahin Pe Nigahen Kahin Pe Nishana - Trap Mix,spotify:artist:0Ury0QIiBOlJmsdYUiCTfQ,Shamshad Begum,46,"['qawwali', 'ghazal']",Bollywood Bass Trap,5,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,138113
spotify:track:7Er7jv7OwxCAJupWCG6VLq,O Meri Soni Meri Tamanna - Trap,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,74,"['ghazal', 'marathi pop', 'bangla pop', 'bollywood', 'hindi pop']",Foot Tapping Trap Remix,5,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,138947
spotify:track:7aCsyjgCRLjBsUiVePW4HZ,Evergreen Bollywood,spotify:artist:0fdpSsYQvHfaNCNW9nWd2d,New Hindi Gana,12,[],"Old+New Hindi Songs: Instrumental Romantic, Bolly Wood, Indian Super Hits & Melodies 2023",6,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,191769
spotify:track:2QWOaPILHtxuVkNoD0BE4J,Agar Tum Na Hote (Unwind Instrumental),spotify:artist:12qNqEErv6rK8xkdQN6Kqg,Jitendra Thakur,32,[],Bollywood Instrumental,7,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,262961
spotify:track:7sgP1pdIhxaKYFuJ75O0jz,"Bombay Theme - From ""Bombay""",spotify:artist:1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,84,"['tamil pop', 'kollywood', 'sufi', 'bollywood', 'hindi pop', 'tamil dance']",Bollywood Movie Themes,6,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,318160
spotify:track:7GZmB8IrHFBrGJfAsNrz0r,Bollywood Non Stop Dandiya-2020,spotify:artist:7D2MUg2cnFbZnHzedomxwb,Kedrock,58,['lo-fi'],Bollywood Non Stop Dandiya-2020,3,0.5,0.5,5,-8.0,1,0.05,0.3,0.0,0.1,0.5,120.0,2919615
